# BugSigDB 2021-08-22, License: Creative Commons Attribution 4.0 International, URL: https://bugsigdb.org
Study	Study design	PMID	DOI	URL	Authors	Title	Journal	Year	Experiment	Location of subjects	Host species	Body site	Condition	Group 0 name	Group 1 name	Group 1 definition	Group 0 sample size	Group 1 sample size	Antibiotics exclusion	Sequencing type	16s variable region	Sequencing platform	Statistical test	Significance threshold	MHT correction	LDA Score above	Matched on	Confounders controlled for	Pielou	Shannon	Chao1	Simpson	Inverse Simpson	Richness	Signature page name	Source	Curated date	Curator	Revision editor	Description	Abundance in Group 1	MetaPhlAn taxon names	NCBI Taxonomy IDs
Study 499	case-control,prospective cohort	21820992	10.1053/j.gastro.2011.07.043	NA	Rajilić-Stojanović M,Biagi E,Heilig HG,Kajander K,Kekkonen RA,Tims S,de Vos WM	Global and deep molecular analysis of microbiota signatures in fecal samples from patients with irritable bowel syndrome	Gastroenterology	2011	Experiment 4	Finland	Homo sapiens	feces	NA	Healthy Control	IBS (All patients)	IBS patients fulfilled the Rome II criteria. All IBS patients.	46	62	NA	16S	NA	Human Intestinal Tract Chip	T-Test	0.05	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	Signature 2	Table 1.	15 July 2021	Kwekuamoo	Kwekuamoo	Differences Between Intestinal Microbiota in Healthy and IBS. NOTE. Genus-like phylogenetic groups for which the hybridization signal differed significantly between the healthy subjects and (one of the subtypes of) IBS patients are indicated. Gray shading represents phylogenetic groups with a decreased signal in IBS patients. a) Significant (q < .05) correlation. b) Strongly significant (q < .01) correlation.	increased		
Study 500	case-control	33980943	10.1038/s41598-021-89516-6	NA	Gaibani P,Viciani E,Bartoletti M,Lewis RE,Tonetti T,Lombardo D,Castagnetti A,Bovo F,Horna CS,Ranieri M,Viale P,Re MC,Ambretti S	The lower respiratory tract microbiome of critically ill patients with COVID-19	Scientific reports	2021	Experiment 1	Italy	Homo sapiens	lung	COVID-19	Non-COVID-19 pneumonia patients	COVID-19 patients	Patients positive for SARS-CoV-2 by RT-PCR on nasopharyngeal swabs or lower respiratory tract samples	24	24	NA	16S	NA	Illumina	LEfSe	0.05	TRUE	2	NA	NA	NA	unchanged	unchanged	NA	unchanged	unchanged	Signature 1	Figure 3	14 July 2021	Claregrieve1	Claregrieve1	Differential microbial abundance between COVID-19 positive patients and non-COVID pneumonia patients by LEfSe	increased		
Study 500	case-control	33980943	10.1038/s41598-021-89516-6	NA	Gaibani P,Viciani E,Bartoletti M,Lewis RE,Tonetti T,Lombardo D,Castagnetti A,Bovo F,Horna CS,Ranieri M,Viale P,Re MC,Ambretti S	The lower respiratory tract microbiome of critically ill patients with COVID-19	Scientific reports	2021	Experiment 1	Italy	Homo sapiens	lung	COVID-19	Non-COVID-19 pneumonia patients	COVID-19 patients	Patients positive for SARS-CoV-2 by RT-PCR on nasopharyngeal swabs or lower respiratory tract samples	24	24	NA	16S	NA	Illumina	LEfSe	0.05	TRUE	2	NA	NA	NA	unchanged	unchanged	NA	unchanged	unchanged	Signature 2	Figure 3	14 July 2021	Claregrieve1	Claregrieve1	Differential microbial abundance between COVID-19 positive patients and non-COVID pneumonia patients by LEfSe	decreased		
Study 501	cross-sectional observational, not case-control	NA	https://doi.org/10.21767/2476-1974.100036	https://reproductive-immunology.imedpub.com/reproductive-microbiomes-using-the-microbiome-as-a-novel-diagnostic-tool-for-endometriosis.php?aid=20437	NA	NA	NA	NA	Experiment 1	United States of America	Homo sapiens	uterine cervix	endometriosis	Women scheduled for laparoscopic surgery for benign uterine/ ovarian conditions as well as women with Stage I or Stage II endometriosis	One (1) Stage III Endometriosis patient	One (1) Stage III Endometriosis patient was diagnosed via laparoscopic surgery and categorized according to the revised American Society for Reproductive Medicine scoring system (r-ASRM).	17	1	None	16S	NA	Illumina	PERMANOVA	0.05	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	increased	Signature 1	Table 2	8 August 2021	Samara.Khan	Samara.Khan	In this experiment, 9 patients had stage I, II or III endometriosis. The nine patients in the control group were undergoing laparoscopic surgery for other gynecological reasons, for a total of 18 patients.

The researchers found no difference when comparing the microbiome composition of control patients to experimental patients. However, when they compared the one (1) stage III endometriosis patient to the rest of the 17 patient cohort, they found 56 OTUs were significantly different, with 22 OTUs only present in the cervix of the stage III patient. 

The results of this signature are therefore not statistically reliable. However, the OTUs present in the stage III endometriosis patients can be used as a reference when looking at other studies who involved stage III endometriosis patients. 

It should also be noted that multiple unidentified species of Barnesiella were reported to be significantly different, but researchers did not specify which species so these were excluded from curation. There were also multiple unidentified species of Ruminococcus and Clostridium.	increased		
Study 502	randomized controlled trial	22713265	10.4161/gmic.21009	NA	Maccaferri S,Candela M,Turroni S,Centanni M,Severgnini M,Consolandi C,Cavina P,Brigidi P	IBS-associated phylogenetic unbalances of the intestinal microbiota are not reverted by probiotic supplementation	Gut microbes	2012	Experiment 1	NA	Homo sapiens	feces	NA	Healthy Control	IBS	Fulfilled the Rome III criteria for the diagnosis of IBS.	24	19	Exclusion criteria included pregnancy or lactation, chronic intestinal disease (i.e., inflammatory bowel disease or celiac disease) or severe systemic disorders, lactose intolerance or food allergies. Patients who in the 2 mo prior to study entry had taken medication, such as antibiotics, corticosteroids or functional foods containing pre or probiotics, were also excluded from the study.	16S	NA	HTF-Microbi.Array	Kruskall-Wallis	0.05	TRUE	NA	NA	NA	NA	unchanged	NA	NA	NA	unchanged	Signature 1	Table 1.	18 July 2021	Kwekuamoo	Kwekuamoo	Bacterial groups significantly altered in IBS subjects (IBS; Constipation IBS, C-IBS; Diarrhea IBS, D-IBS; Mixed IBS, M-IBS), with respect to healthy subjects (HS)	increased		
Study 502	randomized controlled trial	22713265	10.4161/gmic.21009	NA	Maccaferri S,Candela M,Turroni S,Centanni M,Severgnini M,Consolandi C,Cavina P,Brigidi P	IBS-associated phylogenetic unbalances of the intestinal microbiota are not reverted by probiotic supplementation	Gut microbes	2012	Experiment 1	NA	Homo sapiens	feces	NA	Healthy Control	IBS	Fulfilled the Rome III criteria for the diagnosis of IBS.	24	19	Exclusion criteria included pregnancy or lactation, chronic intestinal disease (i.e., inflammatory bowel disease or celiac disease) or severe systemic disorders, lactose intolerance or food allergies. Patients who in the 2 mo prior to study entry had taken medication, such as antibiotics, corticosteroids or functional foods containing pre or probiotics, were also excluded from the study.	16S	NA	HTF-Microbi.Array	Kruskall-Wallis	0.05	TRUE	NA	NA	NA	NA	unchanged	NA	NA	NA	unchanged	Signature 2	Table 1.	18 July 2021	Kwekuamoo	Kwekuamoo	Bacterial groups significantly altered in IBS subjects (IBS; Constipation IBS, C-IBS; Diarrhea IBS, D-IBS; Mixed IBS, M-IBS), with respect to healthy subjects (HS)	decreased		
Study 502	randomized controlled trial	22713265	10.4161/gmic.21009	NA	Maccaferri S,Candela M,Turroni S,Centanni M,Severgnini M,Consolandi C,Cavina P,Brigidi P	IBS-associated phylogenetic unbalances of the intestinal microbiota are not reverted by probiotic supplementation	Gut microbes	2012	Experiment 2	NA	Homo sapiens	feces	NA	Healthy Control	IBS-C	Fulfilled the Rome III criteria for the diagnosis of IBS. Constipation IBS (IBS-C)	24	4	Exclusion criteria included pregnancy or lactation, chronic intestinal disease (i.e., inflammatory bowel disease or celiac disease) or severe systemic disorders, lactose intolerance or food allergies. Patients who in the 2 mo prior to study entry had taken medication, such as antibiotics, corticosteroids or functional foods containing pre or probiotics, were also excluded from the study.	16S	NA	HTF-Microbi.Array	Kruskall-Wallis	0.05	TRUE	NA	NA	NA	NA	unchanged	NA	NA	NA	unchanged	Signature 1	Table 1.	18 July 2021	Kwekuamoo	Kwekuamoo	Bacterial groups significantly altered in IBS subjects (IBS; Constipation IBS, C-IBS; Diarrhea IBS, D-IBS; Mixed IBS, M-IBS), with respect to healthy subjects (HS)	increased		
Study 502	randomized controlled trial	22713265	10.4161/gmic.21009	NA	Maccaferri S,Candela M,Turroni S,Centanni M,Severgnini M,Consolandi C,Cavina P,Brigidi P	IBS-associated phylogenetic unbalances of the intestinal microbiota are not reverted by probiotic supplementation	Gut microbes	2012	Experiment 2	NA	Homo sapiens	feces	NA	Healthy Control	IBS-C	Fulfilled the Rome III criteria for the diagnosis of IBS. Constipation IBS (IBS-C)	24	4	Exclusion criteria included pregnancy or lactation, chronic intestinal disease (i.e., inflammatory bowel disease or celiac disease) or severe systemic disorders, lactose intolerance or food allergies. Patients who in the 2 mo prior to study entry had taken medication, such as antibiotics, corticosteroids or functional foods containing pre or probiotics, were also excluded from the study.	16S	NA	HTF-Microbi.Array	Kruskall-Wallis	0.05	TRUE	NA	NA	NA	NA	unchanged	NA	NA	NA	unchanged	Signature 2	Table 1.	18 July 2021	Kwekuamoo	Kwekuamoo	Bacterial groups significantly altered in IBS subjects (IBS; Constipation IBS, C-IBS; Diarrhea IBS, D-IBS; Mixed IBS, M-IBS), with respect to healthy subjects (HS)	decreased		
Study 502	randomized controlled trial	22713265	10.4161/gmic.21009	NA	Maccaferri S,Candela M,Turroni S,Centanni M,Severgnini M,Consolandi C,Cavina P,Brigidi P	IBS-associated phylogenetic unbalances of the intestinal microbiota are not reverted by probiotic supplementation	Gut microbes	2012	Experiment 3	NA	Homo sapiens	feces	NA	Healthy Control	IBS-D	Fulfilled the Rome III criteria for the diagnosis of IBS. Diarrhea IBS (IBS-D).	24	10	Exclusion criteria included pregnancy or lactation, chronic intestinal disease (i.e., inflammatory bowel disease or celiac disease) or severe systemic disorders, lactose intolerance or food allergies. Patients who in the 2 mo prior to study entry had taken medication, such as antibiotics, corticosteroids or functional foods containing pre or probiotics, were also excluded from the study.	16S	NA	HTF-Microbi.Array	Kruskall-Wallis	0.05	TRUE	NA	NA	NA	NA	unchanged	NA	NA	NA	unchanged	Signature 1	Table 1.	18 July 2021	Kwekuamoo	Kwekuamoo	Bacterial groups significantly altered in IBS subjects (IBS; Constipation IBS, C-IBS; Diarrhea IBS, D-IBS; Mixed IBS, M-IBS), with respect to healthy subjects (HS)	increased		
Study 502	randomized controlled trial	22713265	10.4161/gmic.21009	NA	Maccaferri S,Candela M,Turroni S,Centanni M,Severgnini M,Consolandi C,Cavina P,Brigidi P	IBS-associated phylogenetic unbalances of the intestinal microbiota are not reverted by probiotic supplementation	Gut microbes	2012	Experiment 3	NA	Homo sapiens	feces	NA	Healthy Control	IBS-D	Fulfilled the Rome III criteria for the diagnosis of IBS. Diarrhea IBS (IBS-D).	24	10	Exclusion criteria included pregnancy or lactation, chronic intestinal disease (i.e., inflammatory bowel disease or celiac disease) or severe systemic disorders, lactose intolerance or food allergies. Patients who in the 2 mo prior to study entry had taken medication, such as antibiotics, corticosteroids or functional foods containing pre or probiotics, were also excluded from the study.	16S	NA	HTF-Microbi.Array	Kruskall-Wallis	0.05	TRUE	NA	NA	NA	NA	unchanged	NA	NA	NA	unchanged	Signature 2	Table 1.	18 July 2021	Kwekuamoo	Kwekuamoo	Bacterial groups significantly altered in IBS subjects (IBS; Constipation IBS, C-IBS; Diarrhea IBS, D-IBS; Mixed IBS, M-IBS), with respect to healthy subjects (HS)	decreased		
Study 502	randomized controlled trial	22713265	10.4161/gmic.21009	NA	Maccaferri S,Candela M,Turroni S,Centanni M,Severgnini M,Consolandi C,Cavina P,Brigidi P	IBS-associated phylogenetic unbalances of the intestinal microbiota are not reverted by probiotic supplementation	Gut microbes	2012	Experiment 4	NA	Homo sapiens	feces	NA	Healthy Control	IBS-M	Fulfilled the Rome III criteria for the diagnosis of IBS. Mixed IBS (IBS-M).	24	5	Exclusion criteria included pregnancy or lactation, chronic intestinal disease (i.e., inflammatory bowel disease or celiac disease) or severe systemic disorders, lactose intolerance or food allergies. Patients who in the 2 mo prior to study entry had taken medication, such as antibiotics, corticosteroids or functional foods containing pre or probiotics, were also excluded from the study.	16S	NA	HTF-Microbi.Array	Kruskall-Wallis	0.05	TRUE	NA	NA	NA	NA	unchanged	NA	NA	NA	unchanged	Signature 1	Table 1.	18 July 2021	Kwekuamoo	Kwekuamoo	Bacterial groups significantly altered in IBS subjects (IBS; Constipation IBS, C-IBS; Diarrhea IBS, D-IBS; Mixed IBS, M-IBS), with respect to healthy subjects (HS)	increased		
Study 503	prospective cohort	23565884	10.1111/1469-0691.12213	NA	Lazarevic V,Manzano S,Gaïa N,Girard M,Whiteson K,Hibbs J,François P,Gervaix A,Schrenzel J	Effects of amoxicillin treatment on the salivary microbiota in children with acute otitis media	Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases	2013	Experiment 1	Switzerland	Homo sapiens	saliva	otitis media with effusion	not treated with amoxicillin (end of treatment)	treated with amoxicillin (end of treatment)	The amoxicillin group was patients/children aged from 12 to 72 months with clinically diagnosed AOM whose care providers prescribed amoxicillin treatment. Excluded criteria contained pharyngitis.	15	18	6 months	16S	NA	Roche454	Mann-Whitney (Wilcoxon)	0.05	NA	NA	antimicrobial agent	NA	NA	increased	NA	NA	NA	increased	NA	NA	NA	NA	NA	NA	NA		
Study 503	prospective cohort	23565884	10.1111/1469-0691.12213	NA	Lazarevic V,Manzano S,Gaïa N,Girard M,Whiteson K,Hibbs J,François P,Gervaix A,Schrenzel J	Effects of amoxicillin treatment on the salivary microbiota in children with acute otitis media	Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases	2013	Experiment 2	NA	NA	NA	NA	Pre-amoxicillin treatment	End-of-treatment	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Signature 1	Table 2	20 July 2021	Chloe	Chloe	NA	decreased		
Study 504	case-control	32839514	10.1038/s41598-020-71102-x	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7445256/	Thyagarajan S,Zhang Y,Thapa S,Allen MS,Phillips N,Chaudhary P,Kashyap MV,Vishwanatha JK	Comparative analysis of racial differences in breast tumor microbiome	Scientific reports	2020	Experiment 1	United States of America	Homo sapiens	breast	NA	BNH with TNBC normal tissue	BNH with TNBC tumor tissue	Tumor tissue from black non-hispanic patients with triple negative breast cancer	7	7	Biorepository information revealed that no patients were treated with antibiotics prior to tissue sample collection, however duration window of non-exposure was unidentified.	16S	NA	Illumina	Mann-Whitney (Wilcoxon)	0.05	FALSE	NA	NA	NA	NA	decreased	NA	NA	NA	NA	Signature 1	Figure 6a	26 July 2021	Itslanapark	Itslanapark	Microbiota relative abundance at phylum (a, b, d) and genus (c,e) levels showed differences between tumor and normal tissue in both triple negative breast cancer and triple positive breast cancer patients using Wilcoxon Signed Rank Test.	decreased		
Study 504	case-control	32839514	10.1038/s41598-020-71102-x	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7445256/	Thyagarajan S,Zhang Y,Thapa S,Allen MS,Phillips N,Chaudhary P,Kashyap MV,Vishwanatha JK	Comparative analysis of racial differences in breast tumor microbiome	Scientific reports	2020	Experiment 2	United States of America	Homo sapiens	breast	NA	WNH with TNBC normal tissue	WNH with TNBC normal tissue	Tumor tissue from white non-hispanic patients with triple negative breast cancer	6	6	Biorepository information revealed that no patients were treated with antibiotics prior to tissue sample collection, however duration window of non-exposure was unidentified.	16S	NA	Illumina	Mann-Whitney (Wilcoxon)	NA	FALSE	NA	NA	NA	NA	increased	NA	NA	NA	NA	Signature 1	Figure 6	26 July 2021	Itslanapark	Itslanapark	Microbiota relative abundance at phylum (a, b, d) and genus (c,e) levels showed differences between tumor and normal tissue in both triple negative breast cancer and triple positive breast cancer patients using Wilcoxon Signed Rank Test.	increased		
Study 504	case-control	32839514	10.1038/s41598-020-71102-x	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7445256/	Thyagarajan S,Zhang Y,Thapa S,Allen MS,Phillips N,Chaudhary P,Kashyap MV,Vishwanatha JK	Comparative analysis of racial differences in breast tumor microbiome	Scientific reports	2020	Experiment 3	United States of America	Homo sapiens	breast	NA	WNH with TNBC normal tissue (second set)	WNH with TNBC normal tissue (second set)	Tumor tissue from white non-hispanic patients with triple negative breast cancer	10	10	Biorepository information revealed that no patients were treated with antibiotics prior to tissue sample collection, however duration window of non-exposure was unidentified.	16S	NA	Illumina	Mann-Whitney (Wilcoxon)	NA	FALSE	NA	NA	NA	NA	increased	increased	NA	NA	increased	NA	NA	NA	NA	NA	NA	NA		
Study 504	case-control	32839514	10.1038/s41598-020-71102-x	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7445256/	Thyagarajan S,Zhang Y,Thapa S,Allen MS,Phillips N,Chaudhary P,Kashyap MV,Vishwanatha JK	Comparative analysis of racial differences in breast tumor microbiome	Scientific reports	2020	Experiment 4	United States of America	Homo sapiens	breast	NA	TPBC normal tissue	TPBC tumor tissue	Tumor tissue from patients with triple positive breast cancer	10	10	Biorepository information revealed that no patients were treated with antibiotics prior to tissue sample collection, however duration window of non-exposure was unidentified.	16S	NA	Illumina	Mann-Whitney (Wilcoxon)	NA	FALSE	NA	NA	NA	NA	NA	increased	NA	NA	NA	Signature 1	Table 6	26 July 2021	Itslanapark	Itslanapark	Microbiota relative abundance at phylum (a, b, d) and genus (c,e) levels showed differences between tumor and normal tissue in both triple negative breast cancer and triple positive breast cancer patients using Wilcoxon Signed Rank Test.	increased		
